3.49832943630219,0.00,0
2.0689734992981,0.01,0
1.86106559944153,0.05,0
1.38941679954529,0.10,0
0.938767936706543,0.20,0
0.433635232925415,0.50,0
0.388366208076477,1.00,0
3.38208775138855,0.00,0.1
3.38594113445282,0.01,0.1
3.29284741973877,0.05,0.1
2.70041756439209,0.10,0.1
1.56310722923279,0.20,0.1
0.632102182388306,0.50,0.1
0.560883772850037,1.00,0.1
3.46052517986298,0.00,0.2
3.46400781917572,0.01,0.2
3.46222818565369,0.05,0.2
2.89512893676758,0.10,0.2
1.66578768444061,0.20,0.2
0.730433441162109,0.50,0.2
0.647410943031311,1.00,0.2
3.39699132156372,0.00,0.3
3.40418091392517,0.01,0.3
3.40605788135529,0.05,0.3
2.90627786159515,0.10,0.3
1.77584879970551,0.20,0.3
0.743114435195923,0.50,0.3
0.695953983306885,1.00,0.3
3.3211992225647,0.00,0.4
3.32149005031586,0.01,0.4
3.20248876285553,0.05,0.4
2.90234976387024,0.10,0.4
1.6263377532959,0.20,0.4
0.795464738845825,0.50,0.4
0.530949123382569,1.00,0.4
3.25908361387253,0.00,0.5
3.25906975603104,0.01,0.5
3.20465491342545,0.05,0.5
2.85994985198975,0.10,0.5
1.56879241466522,0.20,0.5
0.401436004638672,0.50,0.5
0.401854526519775,1.00,0.5
